host,metric,value,units,timestamp
[redacted],DB [postgres]: Num of shareupdateexclusive locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Num of sharerowexclusive locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Num of rowshare locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Num of rowexclusive locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Num of exclusive locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Num of accessshare locks,1,,2025-07-14_11-00
[redacted],DB [postgres]: Num of accessexclusive locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Get locks,,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of locks total,2,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of share locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of shareupdateexclusive locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of sharerowexclusive locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of rowshare locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of rowexclusive locks,2,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of exclusive locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of accessshare locks,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Num of accessexclusive locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Get locks,,,2025-07-14_11-00
[redacted],DB [synapse]: Num of locks total,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of share locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of shareupdateexclusive locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of sharerowexclusive locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of rowshare locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of rowexclusive locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of exclusive locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of accessshare locks,0,,2025-07-14_11-00
[redacted],DB [synapse]: Num of accessexclusive locks,0,,2025-07-14_11-00
[redacted],DB [postgres]: Get queries,,,2025-07-14_11-00
[redacted],DB [postgres]: Queries sum transaction time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries max transaction time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries slow transaction count,0,,2025-07-14_11-00
[redacted],DB [postgres]: Queries sum query time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries max query time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries slow query count,0,,2025-07-14_11-00
[redacted],DB [postgres]: Queries sum maintenance time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries max maintenance time,0,s,2025-07-14_11-00
[redacted],DB [postgres]: Queries slow maintenance count,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Get queries,,,2025-07-14_11-00
[redacted],DB [zabbix]: Queries sum transaction time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries max transaction time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries slow transaction count,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Queries sum query time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries max query time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries slow query count,0,,2025-07-14_11-00
[redacted],DB [zabbix]: Queries sum maintenance time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries max maintenance time,0,s,2025-07-14_11-00
[redacted],DB [zabbix]: Queries slow maintenance count,0,,2025-07-14_11-00
[redacted],DB [synapse]: Get queries,,,2025-07-14_11-00
[redacted],DB [synapse]: Queries sum transaction time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries max transaction time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries slow transaction count,0,,2025-07-14_11-00
[redacted],DB [synapse]: Queries sum query time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries max query time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries slow query count,0,,2025-07-14_11-00
[redacted],DB [synapse]: Queries sum maintenance time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries max maintenance time,0,s,2025-07-14_11-00
[redacted],DB [synapse]: Queries slow maintenance count,0,,2025-07-14_11-00
[redacted],Interface tap104i0: Bits received,80,bps,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Bits received,7336,bps,2025-07-14_11-00
[redacted],Interface enp8s0: Bits received,113488,bps,2025-07-14_11-00
[redacted],Total memory,33571328000,B,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],Free swap space,8589930496,B,2025-07-14_11-00
[redacted],CPU system time,1.243593,%,2025-07-14_11-00
[redacted],CPU user time,0.149847,%,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],System local time,1752479783,unixtime,2025-07-14_11-00
[redacted],Operating system architecture,x86_64,,2025-07-14_11-00
[redacted],Operating system,"Linux version 6.8.4-2-pve (build@proxmox) (gcc (Debian 12.2.0-14) 12.2.0, GNU ld (GNU Binutils for Debian) 2.40) #1 SMP PREEMPT_DYNAMIC PMX 6.8.4-2 (2024-04-10T17:36Z)",,2025-07-14_11-00
[redacted],Number of installed packages,755,,2025-07-14_11-00
[redacted],Free swap space in %,100,%,2025-07-14_11-00
[redacted],Zabbix agent ping,1,,2025-07-14_11-00
[redacted],Total swap space,8589930496,B,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],System uptime,2218575,uptime,2025-07-14_11-00
[redacted],Number of logged in users,0,,2025-07-14_11-00
[redacted],Checksum of /etc/passwd,db22d70e0ab6919560ad2cb27dfa2875537cd8bce3c618aa82f1ab2407970dd6,,2025-07-14_11-00
[redacted],Available memory,8151949312,B,2025-07-14_11-00
[redacted],Available memory in %,24.276326,%,2025-07-14_11-00
[redacted],CPU steal time,0,%,2025-07-14_11-00
[redacted],CPU softirq time,0.007001,%,2025-07-14_11-00
[redacted],CPU nice time,0,%,2025-07-14_11-00
[redacted],Load average (1m avg),0.407227,,2025-07-14_11-00
[redacted],Version of Zabbix agent running,,,2025-07-14_11-00
[redacted],Maximum number of open file descriptors,9223372036854775807,,2025-07-14_11-00
[redacted],Maximum number of processes,4194304,,2025-07-14_11-00
[redacted],Number of processes,368,,2025-07-14_11-00
[redacted],Number of running processes,1,,2025-07-14_11-00
[redacted],System boot time,1750261217,unixtime,2025-07-14_11-00
[redacted],Interrupts per second,11276.887836471526,,2025-07-14_11-00
[redacted],Load average (5m avg),0.591309,,2025-07-14_11-00
[redacted],CPU iowait time,0.0098,%,2025-07-14_11-00
[redacted],Load average (15m avg),0.513184,,2025-07-14_11-00
[redacted],Number of CPUs,12,,2025-07-14_11-00
[redacted],Context switches per second,16631.867549807874,,2025-07-14_11-00
[redacted],CPU guest time,4.612262,%,2025-07-14_11-00
[redacted],CPU guest nice time,0,%,2025-07-14_11-00
[redacted],CPU idle time,93.585614,%,2025-07-14_11-00
[redacted],CPU interrupt time,0,%,2025-07-14_11-00
[redacted],Zabbix agent availability,0,,2025-07-14_11-00
[redacted],Get filesystems,,,2025-07-14_11-00
[redacted],CPU utilization,6.414385999999993,%,2025-07-14_11-00
[redacted],Memory utilization,75.723674,%,2025-07-14_11-00
[redacted],FS [/]: Get data,,,2025-07-14_11-00
[redacted],FS [/]: Space: Available,81421316096,B,2025-07-14_11-00
[redacted],FS [/]: Option: Read-only,0,,2025-07-14_11-00
[redacted],FS [/]: Space: Used,14269673472,B,2025-07-14_11-00
[redacted],FS [/]: Space: Total,100861726720,B,2025-07-14_11-00
[redacted],"FS [/]: Space: Used, in %",14.912244,%,2025-07-14_11-00
[redacted],"FS [/]: Inodes: Free, in %",98.970159,%,2025-07-14_11-00
[redacted],Interface vmbr0: Bits received,90776,bps,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Bits received,104,bps,2025-07-14_11-00
[redacted],Interface fwln3001i0: Bits received,8144,bps,2025-07-14_11-00
[redacted],Interface tap101i0: Bits received,120,bps,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Bits received,3608,bps,2025-07-14_11-00
[redacted],Interface enp8s0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface vmbr0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap101i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface enp8s0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface vmbr0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap101i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Bits sent,0,bps,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Bits sent,8240,bps,2025-07-14_11-00
[redacted],Interface fwln3001i0: Bits sent,104,bps,2025-07-14_11-00
[redacted],Interface tailscale0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface enp8s0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface vmbr0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Operational status,6,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Operational status,6,,2025-07-14_11-00
[redacted],Interface tap101i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Operational status,6,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Interface type,1,,2025-07-14_11-00
[redacted],Interface fwln3001i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface fwbr3001i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface fwpr3001p0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface fwln3001i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface tailscale0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface enp8s0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface vmbr0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap108i0: Bits received,0,bps,2025-07-14_11-00
[redacted],Interface fwbr108i0: Bits received,7224,bps,2025-07-14_11-00
[redacted],Interface tap101i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Bits received,0,bps,2025-07-14_11-00
[redacted],Interface fwln108i0: Bits received,7456,bps,2025-07-14_11-00
[redacted],Interface tap108i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwln108i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap108i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface enp8s0: Bits sent,108760,bps,2025-07-14_11-00
[redacted],Interface vmbr0: Bits sent,93952,bps,2025-07-14_11-00
[redacted],Interface fwpr108p0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwln108i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap101i0: Bits sent,7744,bps,2025-07-14_11-00
[redacted],Interface tap108i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwln108i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap108i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Bits sent,4392,bps,2025-07-14_11-00
[redacted],Interface enp8s0: Operational status,6,,2025-07-14_11-00
[redacted],Interface vmbr0: Operational status,6,,2025-07-14_11-00
[redacted],Interface fwln108i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap108i0: Bits sent,7280,bps,2025-07-14_11-00
[redacted],Interface fwbr108i0: Bits sent,0,bps,2025-07-14_11-00
[redacted],Interface fwpr108p0: Bits sent,7400,bps,2025-07-14_11-00
[redacted],Interface fwln108i0: Bits sent,0,bps,2025-07-14_11-00
[redacted],Interface tailscale0: Operational status,0,,2025-07-14_11-00
[redacted],Interface enp8s0: Interface type,1,,2025-07-14_11-00
[redacted],Interface vmbr0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tap108i0: Operational status,0,,2025-07-14_11-00
[redacted],Interface tap101i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Operational status,6,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Operational status,6,,2025-07-14_11-00
[redacted],Interface fwln108i0: Operational status,6,,2025-07-14_11-00
[redacted],Interface tap108i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tailscale0: Interface type,65534,,2025-07-14_11-00
[redacted],Interface enp8s0: Speed,1000000000,bps,2025-07-14_11-00
[redacted],Interface vmbr0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface tap101i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface tap106i0: Operational status,0,,2025-07-14_11-00
[redacted],Interface tap106i0: Bits received,4696,bps,2025-07-14_11-00
[redacted],Interface tap106i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap106i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface fwbr108i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tap106i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface fwpr108p0: Interface type,1,,2025-07-14_11-00
[redacted],Interface fwln108i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tap104i0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap108i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface fwbr108i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface fwpr108p0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface fwln108i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface tap104i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tap104i0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap104i0: Bits sent,7776,bps,2025-07-14_11-00
[redacted],Interface tap104i0: Operational status,0,,2025-07-14_11-00
[redacted],Interface tap101i0: Operational status,0,,2025-07-14_11-00
[redacted],nvme0n1: Get stats,,,2025-07-14_11-00
[redacted],nvme0n1: Disk write time (rate),0.003047305725514654,,2025-07-14_11-00
[redacted],nvme0n1: Disk write rate,29.711230823767877,!w/s,2025-07-14_11-00
[redacted],nvme0n1: Disk utilization,0.4994195494593461,%,2025-07-14_11-00
[redacted],nvme0n1: Disk read time (rate),0.0004232369063214798,,2025-07-14_11-00
[redacted],nvme0n1: Disk read rate,0.6433200976086492,!r/s,2025-07-14_11-00
[redacted],nvme0n1: Disk average queue size (avgqu-sz),0.004486311207007685,,2025-07-14_11-00
[redacted],nvme0n1: Disk read request avg waiting time (r_await),0.6578947368421053,!ms,2025-07-14_11-00
[redacted],nvme0n1: Disk write request avg waiting time (w_await),0.10256410256410257,!ms,2025-07-14_11-00
[redacted],Interface tap104i0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tap106i0: Bits sent,13464,bps,2025-07-14_11-00
[redacted],Interface tap106i0: Interface type,1,,2025-07-14_11-00
[redacted],Interface tap104i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface tap104i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap106i0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tap106i0: Speed,10000000000,bps,2025-07-14_11-00
[redacted],Interface wg0: Bits received,0,bps,2025-07-14_11-00
[redacted],Interface wg0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface wg0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface wg0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface wg0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface wg0: Bits sent,224,bps,2025-07-14_11-00
[redacted],Total memory,2025361408,B,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],Free swap space,0,B,2025-07-14_11-00
[redacted],CPU system time,0.116852,%,2025-07-14_11-00
[redacted],CPU user time,0.075119,%,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],System local time,1752490754,unixtime,2025-07-14_11-00
[redacted],Operating system architecture,x86_64,,2025-07-14_11-00
[redacted],Operating system,"Linux version 6.1.0-29-cloud-amd64 (debian-kernel@lists.debian.org) (gcc-12 (Debian 12.2.0-14) 12.2.0, GNU ld (GNU Binutils for Debian) 2.40) #1 SMP PREEMPT_DYNAMIC Debian 6.1.123-1 (2025-01-02)",,2025-07-14_11-00
[redacted],Number of installed packages,594,,2025-07-14_11-00
[redacted],Free swap space in %,100,%,2025-07-14_11-00
[redacted],Zabbix agent ping,1,,2025-07-14_11-00
[redacted],Total swap space,0,B,2025-07-14_11-00
[redacted],REDACTED,REDACTED,,2025-07-14_11-00
[redacted],System uptime,14554792,uptime,2025-07-14_11-00
[redacted],Number of logged in users,0,,2025-07-14_11-00
[redacted],Checksum of /etc/passwd,0d1d2bb0506e94c06551d90b4007c705dc7ec766532b2fbce25a36f889d8b7d4,,2025-07-14_11-00
[redacted],Available memory,1128095744,B,2025-07-14_11-00
[redacted],Available memory in %,55.698491,%,2025-07-14_11-00
[redacted],CPU steal time,0.008346,%,2025-07-14_11-00
[redacted],CPU softirq time,0.008346,%,2025-07-14_11-00
[redacted],CPU nice time,0,%,2025-07-14_11-00
[redacted],Load average (1m avg),0,,2025-07-14_11-00
[redacted],Version of Zabbix agent running,7.2.10,,2025-07-14_11-00
[redacted],Maximum number of open file descriptors,9223372036854775807,,2025-07-14_11-00
[redacted],Maximum number of processes,4194304,,2025-07-14_11-00
[redacted],Number of processes,100,,2025-07-14_11-00
[redacted],Number of running processes,1,,2025-07-14_11-00
[redacted],System boot time,1737936001,unixtime,2025-07-14_11-00
[redacted],Interrupts per second,142.3553310908925,,2025-07-14_11-00
[redacted],Load average (5m avg),0,,2025-07-14_11-00
[redacted],CPU iowait time,0,%,2025-07-14_11-00
[redacted],Load average (15m avg),0,,2025-07-14_11-00
[redacted],Number of CPUs,2,,2025-07-14_11-00
[redacted],Context switches per second,214.92023774736043,,2025-07-14_11-00
[redacted],CPU guest time,0,%,2025-07-14_11-00
[redacted],CPU guest nice time,0,%,2025-07-14_11-00
[redacted],CPU idle time,99.774681,%,2025-07-14_11-00
[redacted],CPU interrupt time,0,%,2025-07-14_11-00
[redacted],Zabbix agent availability,1,,2025-07-14_11-00
[redacted],Get filesystems,,,2025-07-14_11-00
[redacted],CPU utilization,0.22531899999999894,%,2025-07-14_11-00
[redacted],Memory utilization,44.301509,%,2025-07-14_11-00
[redacted],sda: Get stats,,,2025-07-14_11-00
[redacted],sda: Disk write time (rate),0.00041663725381253607,,2025-07-14_11-00
[redacted],sda: Disk write rate,1.649883525097643,!w/s,2025-07-14_11-00
[redacted],sda: Disk utilization,0.006666196061000578,%,2025-07-14_11-00
[redacted],sda: Disk read time (rate),0,,2025-07-14_11-00
[redacted],sda: Disk read rate,0,!r/s,2025-07-14_11-00
[redacted],sda: Disk average queue size (avgqu-sz),0.00044996823411753897,,2025-07-14_11-00
[redacted],Interface ens3: Bits received,8072,bps,2025-07-14_11-00
[redacted],Interface tailscale0: Bits received,1976,bps,2025-07-14_11-00
[redacted],Interface ens3: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Outbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface ens3: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Inbound packets discarded,0,,2025-07-14_11-00
[redacted],Interface ens3: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Inbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface ens3: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface tailscale0: Outbound packets with errors,0,,2025-07-14_11-00
[redacted],Interface ens3: Bits sent,9872,bps,2025-07-14_11-00
[redacted],Interface tailscale0: Bits sent,3056,bps,2025-07-14_11-00
[redacted],Interface ens3: Operational status,6,,2025-07-14_11-00
[redacted],Interface tailscale0: Operational status,0,,2025-07-14_11-00
[redacted],Interface ens3: Interface type,1,,2025-07-14_11-00
[redacted],Interface tailscale0: Interface type,65534,,2025-07-14_11-00
[redacted],FS [/]: Get data,"{""fsname"":""/"",""options"":""rw,relatime,discard,errors=remount-ro"",""bytes"":{""used"":7987904512,""free"":32361095168,""total"":42098429952,""pused"":19.797032,""pfree"":80.202968},""fstype"":""ext4"",""inodes"":{""used"":50784,""free"":2562464,""total"":2613248,""pused"":1.943329,""pfree"":98.056671}}",,2025-07-14_11-00
[redacted],FS [/]: Space: Available,32361095168,B,2025-07-14_11-00
[redacted],FS [/]: Option: Read-only,0,,2025-07-14_11-00
[redacted],FS [/]: Space: Used,7987904512,B,2025-07-14_11-00
[redacted],FS [/]: Space: Total,42098429952,B,2025-07-14_11-00
[redacted],"FS [/]: Space: Used, in %",19.797032,%,2025-07-14_11-00
[redacted],"FS [/]: Inodes: Free, in %",98.056671,%,2025-07-14_11-00
[redacted],sda: Disk read request avg waiting time (r_await),0,!ms,2025-07-14_11-00
[redacted],sda: Disk write request avg waiting time (w_await),0.25,!ms,2025-07-14_11-00
[redacted],Interface wg0: Operational status,0,,2025-07-14_11-00
[redacted],Interface wg0: Interface type,65534,,2025-07-14_11-00
